$contributor.employer.matched
                                              (Intercept)  cycle2020
Genius Group Ltd                                               0.06385903
GetGo, Inc.                                                    0.06385903
Gitlab Inc.                                                    0.06385903
Glimpse Group, Inc.                                            0.06385903
GLOBAL INNOVATION CORP.                                        0.06385903
Global Tech Solutions, Inc.                                    0.06385903
GLOBAL TECHNOLOGIES LTD                                        0.06385903
GLOBALFOUNDRIES Inc.                                           0.06385903
GLOBALSCAPE INC                                                0.06385903
GLOBECOMM SYSTEMS INC                                          0.06385903
Glow Holdings, Inc.                                            0.06385903
GLU MOBILE INC                                                 0.06385903
GoDaddy Inc.                                                   0.06385903
Golden Star Enterprises Ltd.                                   0.06385903
GOMEZ INC                                                      0.06385903
GOOD TECHNOLOGY Corp                                           0.06385903
GOOGLE INC.                                                    0.06385903
GRAPHON CORP                                                   0.06385903
GrayMeta, Inc.                                                 0.06385903
Greentech Innovations, Inc.                                    0.06385903
GREENWAY MEDICAL TECHNOLOGIES INC                              0.06385903
GRIFFIN TECHNOLOGY INC                                         0.06385903
Grindr Inc.                                                    0.06385903
Growflow Corp.                                                 0.06385903
GSE SYSTEMS INC                                                0.06385903
GSI TECHNOLOGY INC                                             0.06385903
GT Advanced Technologies Inc.                                  0.06385903
GTI CORP                                                       0.06385903
Guar Global Ltd.                                               0.06385903
Guerrilla RF, Inc.                                             0.06385903
Guidance Software, Inc.                                        0.06385903
Guidewire Software, Inc.                                       0.06385903
HADCO CORP                                                     0.06385903
HANDSPRING INC                                                 0.06385903
Hanwha Q CELLS Co., Ltd.                                       0.06385903
HARBINGER CORP                                                 0.06385903
HARMONIC INC.                                                  0.06385903
HARRIS CORP                                                    0.06385903
HashiCorp, Inc.                                                0.06385903
HAYES CORP                                                     0.06385903
HBO & CO                                                       0.06385903
HEADWAY TECHNOLOGIES INC                                       0.06385903
Health Catalyst, Inc.                                          0.06385903
HEALTH SYSTEMS SOLUTIONS INC                                   0.06385903
HEALTHCARE COM CORP                                            0.06385903
HEALTHCARE SOFTWARE INC                                        0.06385903
Healthcare Triangle, Inc.                                      0.06385903
HEALTHSTREAM INC                                               0.06385903
HEI INC                                                        0.06385903
Helo Corp.                                                     0.06385903
HENSCHEL INC                                                   0.06385903
Hewlett Packard Enterprise Co                                  0.06385903
HITTITE MICROWAVE CORP                                         0.06385903
hopTo Inc.                                                     0.06385903
Hortonworks, Inc.                                              0.06385903
HP INC                                                         0.06385903
HPR INC                                                        0.06385903
HTE INC                                                        0.06385903
HUBBELL INC                                                    0.06385903
HUBSPOT INC                                                    0.06385903
HUMMINGBIRD LTD                                                0.06385903
HUTCHINSON TECHNOLOGY INC                                      0.06385903
HUYA Inc.                                                      0.06385903
HYLAND SOFTWARE INC                                            0.06385903
HYPERION SOLUTIONS CORP                                        0.06385903
HYTEK MICROSYSTEMS INC                                         0.06385903
I2 TECHNOLOGIES INC                                            0.06385903
i3 Verticals, Inc.                                             0.06385903
IBIZ INC                                                       0.06385903
IC2E International Inc.                                        0.06385903
ICST INC                                                       0.06385903
ID SYSTEMS INC                                                 0.06385903
Identiv, Inc.                                                  0.06385903
iDNA, Inc.                                                     0.06385903
IDS Group, Inc.                                                0.06385903
IEC ELECTRONICS CORP                                           0.06385903
IEH Corp                                                       0.06385903
IENTERTAINMENT NETWORK INC                                     0.06385903
IGATE CORP                                                     0.06385903
IHS Inc.                                                       0.06385903
IHS Markit Ltd.                                                0.06385903
IMAGEWARE SYSTEMS INC                                          0.06385903
IMANAGE INC                                                    0.06385903
IMC Holdings, Inc.                                             0.06385903
IMMERSION CORP                                                 0.06385903
IMP INC                                                        0.06385903
IMPAC MEDICAL SYSTEMS INC                                      0.06385903
IMPERVA INC                                                    0.06385903
IMPINJ INC                                                     0.06385903
Imprivata Inc                                                  0.06385903
inContact, Inc.                                                0.06385903
indie Semiconductor, Inc.                                      0.06385903
INDUS INTERNATIONAL INC                                        0.06385903
INET TECHNOLOGIES INC                                          0.06385903
Infinera Corp                                                  0.06385903
INFINITE GROUP INC                                             0.06385903
INFINITI SOLUTIONS LTD                                         0.06385903
INFOCUS CORP                                                   0.06385903
Infor (US), Inc.                                               0.06385903
Infor, Inc.                                                    0.06385903
INFORMATICA LLC                                                0.06385903
INFORMATION ARCHITECTS CORP                                    0.06385903
Infosys Ltd                                                    0.06385903
INITIATE SYSTEMS INC                                           0.06385903
InnoLight Technology Corp                                      0.06385903
INNOVATIVE MICRO TECHNOLOGY INC                                0.06385903
INNOVEX INC                                                    0.06385903
Innovid Corp.                                                  0.06385903
INPHI Corp                                                     0.06385903
InPlay Technologies, Inc.                                      0.06385903
Inrad Optics, Inc.                                             0.06385903
INSEEGO CORP.                                                  0.06385903
Inspired Entertainment, Inc.                                   0.06385903
InsPro Technologies Corp                                       0.06385903
INSTRUCTURE INC                                                0.06385903
Intapp, Inc.                                                   0.06385903
INTEGRATED SILICON SYSTEMS INC                                 0.06385903
INTEGRATED SYSTEMS INC                                         0.06385903
INTEL CORP                                                     0.06385903
INTELLECTUAL TECHNOLOGY INC                                    0.06385903
INTELLICORP INC                                                0.06385903
INTELLINETICS, INC.                                            0.06385903
INTELLIWORXX INC                                               0.06385903
INTERACTIVE INTELLIGENCE INC                                   0.06385903
INTERCARD INC                                                  0.06385903
INTERFACE SYSTEMS INC                                          0.06385903
INTERGRAPH CORP                                                0.06385903
INTERLINK ELECTRONICS INC                                      0.06385903
INTERLOGIX INC                                                 0.06385903
Intermec, Inc.                                                 0.06385903
INTERMEDIA CLOUD COMMUNICATIONS, INC.                          0.06385903
INTERMOLECULAR INC                                             0.06385903
Internap Corp                                                  0.06385903
INTERNATIONAL BUSINESS MACHINES CORP                           0.06385903
INTERNATIONAL MANUFACTURING SERVICES INC                       0.06385903
INTERNET INITIATIVE JAPAN INC                                  0.06385903
INTERPHASE CORP                                                0.06385903
INTERTRUST TECHNOLOGIES Corp                                   0.06385903
INTERVOICE INC                                                 0.06385903
INTRICON CORP                                                  0.06385903
INTRINSIX CORP                                                 0.06385903
INTRUSION INC                                                  0.06385903
INTUIT INC.                                                    0.06385903
Intuitive Machines, Inc.                                       0.06385903
InvenSense Inc                                                 0.06385903
IONA TECHNOLOGIES PLC                                          0.06385903
IonQ, Inc.                                                     0.06385903
IPC INFORMATION SYSTEMS INC                                    0.06385903
IPG PHOTONICS CORP                                             0.06385903
IronNet, Inc.                                                  0.06385903
ISE LABS INC                                                   0.06385903
iSign Solutions Inc.                                           0.06385903
IT Management, Inc.                                            0.06385903
ITA Holdings, Inc.                                             0.06385903
ITERIS, INC.                                                   0.06385903
IXYS, LLC                                                      0.06385903
JABIL INC                                                      0.06385903
JACADA LTD                                                     0.06385903
JACK HENRY & ASSOCIATES INC                                    0.06385903
JAGGED PEAK, INC.                                              0.06385903
JAM INC                                                        0.06385903
JAZZ SEMICONDUCTOR INC                                         0.06385903
JDA SOFTWARE GROUP INC                                         0.06385903
Jetblack Corp                                                  0.06385903
JFrog Ltd                                                      0.06385903
JNI CORP                                                       0.06385903
JPM CO                                                         0.06385903
JTS CORP                                                       0.06385903
JUDGE GROUP INC                                                0.06385903
JUNIPER NETWORKS INC                                           0.06385903
Justworks, Inc.                                                0.06385903
KALTURA INC                                                    0.06385903
KEANE, INC.                                                    0.06385903
Keen Home Inc.                                                 0.06385903
KEMET CORP                                                     0.06385903
KENEXA CORP                                                    0.06385903
KEYW HOLDING CORP                                              0.06385903
Kimball Electronics, Inc.                                      0.06385903
King Digital Entertainment plc                                 0.06385903
KISMET INC                                                     0.06385903
Klaviyo, Inc.                                                  0.06385903
KLDiscovery Inc.                                               0.06385903
Knightscope, Inc.                                              0.06385903
KNOVA SOFTWARE, INC.                                           0.06385903
KnowBe4, Inc.                                                  0.06385903
Kodiak Robotics, Inc.                                          0.06385903
Kofax Ltd                                                      0.06385903
KONAMI CORP                                                    0.06385903
KOPIN CORP                                                     0.06385903
KPISoft, Inc.                                                  0.06385903
KRONOS INC                                                     0.06385903
Kubient, Inc.                                                  0.06385903
KULICKE & SOFFA INDUSTRIES INC                                 0.06385903
Kyndryl Holdings, Inc.                                         0.06385903
KYOCERA CORP                                                   0.06385903
L 3 COMMUNICATIONS HOLDINGS INC                                0.06385903
L3 TECHNOLOGIES, INC.                                          0.06385903
LABARGE INC                                                    0.06385903
LANDMARK GRAPHICS CORP                                         0.06385903
LANDMARK SYSTEMS CORP                                          0.06385903
LANTRONIX INC                                                  0.06385903
Latitude Solutions, Inc.                                       0.06385903
Lattice INC                                                    0.06385903
LATTICE SEMICONDUCTOR CORP                                     0.06385903
Lawson Software, Inc.                                          0.06385903
LEARNING CO INC                                                0.06385903
Leet INC.                                                      0.06385903
LEGATO SYSTEMS INC                                             0.06385903
Legion Works, Inc.                                             0.06385903
Leidos Holdings, Inc.                                          0.06385903
Leidos, Inc.                                                   0.06385903
Leonardo DRS, Inc.                                             0.06385903
LG Display Co., Ltd.                                           0.06385903
LHS GROUP INC                                                  0.06385903
Light & Wonder, Inc.                                           0.06385903
Lightning Gaming, Inc.                                         0.06385903
LIGHTPATH TECHNOLOGIES INC                                     0.06385903
Lightspeed Commerce Inc.                                       0.06385903
Lightspeed Systems, Inc                                        0.06385903
LIMEADE, INC                                                   0.06385903
LINE Corp                                                      0.06385903
LINKEDIN CORP                                                  0.06385903
LIVEPERSON INC                                                 0.06385903
LIVINGSTON ENTERPRISES INC                                     0.06385903
Livongo Health, Inc.                                           0.06385903
Local Matters Inc.                                             0.06385903
LOGILITY INC                                                   0.06385903
LogMeIn, Inc.                                                  0.06385903
LogRhythm, Inc.                                                0.06385903
LOJACK CORP                                                    0.06385903
LORAL SPACE & COMMUNICATIONS INC.                              0.06385903
LOTUS DEVELOPMENT CORP                                         0.06385903
LOUD TECHNOLOGIES INC                                          0.06385903
LQ CORP INC                                                    0.06385903
LSI CORP                                                       0.06385903
Lumentum Holdings Inc.                                         0.06385903
LUMERA CORP                                                    0.06385903
LYCOS INC                                                      0.06385903
LYRIS, INC.                                                    0.06385903
MA COM INC                                                     0.06385903
MAGIC SOFTWARE ENTERPRISES LTD                                 0.06385903
MagnaChip Semiconductor CORP                                   0.06385903
MAGNETEK, INC.                                                 0.06385903
MAGNETIC TECHNOLOGIES CORP                                     0.06385903
MAGNITE, INC.                                                  0.06385903
Majesco                                                        0.06385903
MAKEMUSIC, INC.                                                0.06385903
MAKER COMMUNICATIONS INC                                       0.06385903
MANAGEMENT TECHNOLOGIES INC                                    0.06385903
MANATRON INC                                                   0.06385903
Mandiant, Inc.                                                 0.06385903
MANHATTAN ASSOCIATES INC                                       0.06385903
MAPICS INC                                                     0.06385903
MAPR TECHNOLOGIES, INC.                                        0.06385903
MARCHEX INC                                                    0.06385903
MariaDB plc                                                    0.06385903
Marketo, Inc.                                                  0.06385903
MARKETWISE, INC.                                               0.06385903
Marqeta, Inc.                                                  0.06385903
MARVELL TECHNOLOGY GROUP LTD                                   0.06385903
Marvell Technology, Inc.                                       0.06385903
MAS TECHNOLOGY LTD                                             0.06385903
Match Group, Inc.                                              0.06385903
Mattersight Corp                                               0.06385903
MAVENIR SYSTEMS INC                                            0.06385903
Maxar Technologies Inc.                                        0.06385903
Maxeon Solar Technologies, Ltd.                                0.06385903
MAXIM INTEGRATED PRODUCTS INC                                  0.06385903
MAXIS INC                                                      0.06385903
MAXLINEAR, INC                                                 0.06385903
MaxQ AI Ltd.                                                   0.06385903
McAfee, Inc.                                                   0.06385903
MCE COMPANIES INC                                              0.06385903
MCK COMMUNICATIONS INC                                         0.06385903
mCloud Technologies Corp.                                      0.06385903
MCMS INC                                                       0.06385903
MCS INC                                                        0.06385903
MD TECHNOLOGIES INC                                            0.06385903
MDI TECHNOLOGIES INC                                           0.06385903
Medallia, Inc.                                                 0.06385903
MEDASSETS INC                                                  0.06385903
MEDecision, Inc.                                               0.06385903
MediaMorph Inc                                                 0.06385903
MEDIC COMPUTER SYSTEMS INC                                     0.06385903
Medical Information Technology, Inc.                           0.06385903
Medidata Solutions, Inc.                                       0.06385903
MEDIWARE INFORMATION SYSTEMS INC                               0.06385903
MEDRESPONSE CORP.                                              0.06385903
Meganet Corp                                                   0.06385903
Mellanox Technologies, Ltd.                                    0.06385903
MEMSIC Inc                                                     0.06385903
MENTOR GRAPHICS CORP                                           0.06385903
MERCURY INTERACTIVE CORP                                       0.06385903
MERCURY PAYMENT SYSTEMS, INC.                                  0.06385903
MERCURY SYSTEMS INC                                            0.06385903
MERGE HEALTHCARE INC                                           0.06385903
MeridianLink, Inc.                                             0.06385903
MERIX CORP                                                     0.06385903
Merlin Labs, Inc.                                              0.06385903
Merlin, Inc.                                                   0.06385903
MERU NETWORKS INC                                              0.06385903
Meta Platforms, Inc.                                           0.06385903
METALINK LTD                                                   0.06385903
METHODE ELECTRONICS INC                                        0.06385903
mF International Ltd                                           0.06385903
MICREL INC                                                     0.06385903
MICRO FOCUS INTERNATIONAL PLC                                  0.06385903
MICROCHIP TECHNOLOGY INC                                       0.06385903
MICROCOM INC                                                   0.06385903
MICRON TECHNOLOGY INC                                          0.06385903
MICROPAC INDUSTRIES INC                                        0.06385903
MICROS SYSTEMS INC                                             0.06385903
MICROSEMI CORP                                                 0.06385903
MICROSOFT CORP                                                 0.06385903
MICROVISION, INC.                                              0.06385903
MICROWAVE TRANSMISSION SYSTEMS INC                             0.06385903
MIDWAY GAMES INC                                               0.06385903
Mimecast Ltd                                                   0.06385903
MIND TECHNOLOGY, INC                                           0.06385903
MindForge Inc.                                                 0.06385903
MIPS TECHNOLOGIES INC                                          0.06385903
MISSION CRITICAL SOFTWARE INC                                  0.06385903
MITEK SYSTEMS INC                                              0.06385903
MITEL NETWORKS CORP                                            0.06385903
Mitesco, Inc.                                                  0.06385903
MiX Telematics Ltd                                             0.06385903
MNB TECHNOLOGIES INC                                           0.06385903
MOAI TECHNOLOGIES INC                                          0.06385903
MOBILEIRON, INC.                                               0.06385903
MobileSmith, Inc.                                              0.06385903
MobilityPay Holdings, Inc.                                     0.06385903
MOBITV, INC.                                                   0.06385903
MOBIX LABS, INC                                                0.06385903
MODEL N, INC.                                                  0.06385903
MODERN HOLDINGS Inc                                            0.06385903
MOJO ENTERTAINMENT INC                                         0.06385903
MOLEX INC                                                      0.06385903
MongoDB, Inc.                                                  0.06385903
MONOLITHIC POWER SYSTEMS, INC.                                 0.06385903
MONSTER PRODUCTS, INC.                                         0.06385903
MOSAIX INC                                                     0.06385903
MOTIVE INC                                                     0.06385903
Motive Technologies, Inc.                                      0.06385903
Motorola Solutions, Inc.                                       0.06385903
MPC CORP                                                       0.06385903
MPHASE TECHNOLOGIES, INC.                                      0.06385903
MPSI SYSTEMS INC                                               0.06385903
MRV COMMUNICATIONS INC                                         0.06385903
MSC SOFTWARE CORP                                              0.06385903
MTC TECHNOLOGIES INC                                           0.06385903
MTM Technologies, Inc.                                         0.06385903
MTX INTERNATIONAL INC                                          0.06385903
MULESOFT, INC                                                  0.06385903
MULTI FINELINE ELECTRONIX INC                                  0.06385903
MULTIMEDIA PLATFORMS INC.                                      0.06385903
MYPOINTS COM INC                                               0.06385903
N-able, Inc.                                                   0.06385903
Nano Labs Ltd                                                  0.06385903
NanoFlex Power Corp                                            0.06385903
NANOSYS, INC.                                                  0.06385903
NAPCO SECURITY TECHNOLOGIES, INC                               0.06385903
NAPSTER INC                                                    0.06385903
NATIONAL INSTRUMENTS CORP                                      0.06385903
NATIONAL SEMICONDUCTOR CORP                                    0.06385903
Navan, Inc.                                                    0.06385903
Navitas Semiconductor Corp                                     0.06385903
NAVTECH INC                                                    0.06385903
Nayax Ltd.                                                     0.06385903
NCI, Inc.                                                      0.06385903
nCino, Inc.                                                    0.06385903
NCR Atleos Corp                                                0.06385903
NCR Voyix Corp                                                 0.06385903
NEC CORP                                                       0.06385903
NEOMAGIC CORP                                                  0.06385903
NEOMEDIA TECHNOLOGIES INC                                      0.06385903
NEON SYSTEMS INC                                               0.06385903
Neonode Inc.                                                   0.06385903
NEOPHOTONICS CORP                                              0.06385903
NESS TECHNOLOGIES INC                                          0.06385903
NetApp, Inc.                                                   0.06385903
NETCOMMERCE INC                                                0.06385903
NetEase, Inc.                                                  0.06385903
NETGEAR, INC.                                                  0.06385903
NETIQ CORP                                                     0.06385903
NETLIST INC                                                    0.06385903
NETLOGIC MICROSYSTEMS INC                                      0.06385903
NETSCAPE COMMUNICATIONS CORP                                   0.06385903
NETSCOUT SYSTEMS INC                                           0.06385903
Netskope Inc                                                   0.06385903
NETSOL TECHNOLOGIES INC                                        0.06385903
NETSTAR INC                                                    0.06385903
NETSUITE INC                                                   0.06385903
NETWORK CONNECTION INC                                         0.06385903
NETWORK SYSTEMS CORP                                           0.06385903
NETWORTH INC                                                   0.06385903
NETZERO INC                                                    0.06385903
Neutron Holdings, Inc.                                         0.06385903
NEW DIMENSION SOFTWARE LTD                                     0.06385903
NEW RELIC, INC.                                                0.06385903
NEXAR TECHNOLOGIES INC                                         0.06385903
NEXGEN INC                                                     0.06385903
NEXSAN CORP                                                    0.06385903
NEXT LEVEL COMMUNICATIONS INC                                  0.06385903
NEXTGEN HEALTHCARE, INC.                                       0.06385903
NEXTNAV INC.                                                   0.06385903
NEXX SYSTEMS INC                                               0.06385903
NICE Ltd.                                                      0.06385903
Nimble Storage Inc                                             0.06385903
NLIGHT, INC.                                                   0.06385903
NOKIA CORP                                                     0.06385903
NORTECH SYSTEMS INC                                            0.06385903
NORTEL NETWORKS CORP                                           0.06385903
NORTHROP GRUMMAN SYSTEMS CORP                                  0.06385903
NOTIFY TECHNOLOGY CORP                                         0.06385903
NOVELL INC                                                     0.06385903
NS8 CORP                                                       0.06385903
Nuance Communications, Inc.                                    0.06385903
Nutanix, Inc.                                                  0.06385903
NVIDIA CORP                                                    0.06385903
NWH INC                                                        0.06385903
NX NETWORKS INC                                                0.06385903
NXP Semiconductors N.V.                                        0.06385903
O2MICRO INTERNATIONAL LTD                                      0.06385903
OAK INDUSTRIES INC                                             0.06385903
OBJECTSPACE INC                                                0.06385903
OCLARO, INC.                                                   0.06385903
Odyssey Semiconductor Technologies, Inc.                       0.06385903
Okta, Inc.                                                     0.06385903
OMM INC                                                        0.06385903
OMNICELL, INC.                                                 0.06385903
OMNIVISION TECHNOLOGIES INC                                    0.06385903
OMTOOL LTD                                                     0.06385903
ON SEMICONDUCTOR CORP                                          0.06385903
ON2 TECHNOLOGIES, INC.                                         0.06385903
ON24 INC.                                                      0.06385903
ON4 COMMUNICATIONS INC.                                        0.06385903
ONE STOP SYSTEMS, INC.                                         0.06385903
OneSpan Inc.                                                   0.06385903
OneStream, Inc.                                                0.06385903
ONI SYSTEMS CORP                                               0.06385903
Onstream Media CORP                                            0.06385903
OPEN MARKET INC                                                0.06385903
OPEN TEXT CORP                                                 0.06385903
OPENTV CORP                                                    0.06385903
Opera Ltd                                                      0.06385903
OPNET TECHNOLOGIES INC                                         0.06385903
OPNEXT INC                                                     0.06385903
OPOWER, INC.                                                   0.06385903
OPTI INC                                                       0.06385903
Optiv Inc.                                                     0.06385903
ORACLE CORP                                                    0.06385903
Oracle Systems                                                 0.06385903
ORBIT INTERNATIONAL CORP                                       0.06385903
OSI SYSTEMS INC                                                0.06385903
OVERLAND STORAGE INC                                           0.06385903
OVID TECHNOLOGIES INC                                          0.06385903
PAGEFLEX INC.                                                  0.06385903
PagerDuty, Inc.                                                0.06385903
Palantir Technologies Inc.                                     0.06385903
Palladyne AI Corp.                                             0.06385903
PALM INC                                                       0.06385903
Palo Alto Networks Inc                                         0.06385903
PaperClip, Inc.                                                0.06385903
PAR TECHNOLOGY CORP                                            0.06385903
PARADIGM GEOPHYSICAL LTD                                       0.06385903
Paradigm Ltd.                                                  0.06385903
PARADIGM4 INC                                                  0.06385903
PARETEUM Corp                                                  0.06385903
PARLEX CORP                                                    0.06385903
PARSONS CORP                                                   0.06385903
PASSUR Aerospace, Inc.                                         0.06385903
Patriot Software Co                                            0.06385903
Paycom Software, Inc.                                          0.06385903
PCD INC                                                        0.06385903
PDF SOLUTIONS INC                                              0.06385903
PEC SOLUTIONS INC                                              0.06385903
Penguin Solutions, Inc.                                        0.06385903
People Inc                                                     0.06385903
PEOPLESOFT INC                                                 0.06385903
Peraso Inc.                                                    0.06385903
PEREGRINE SEMICONDUCTOR CORP                                   0.06385903
PEREGRINE SYSTEMS INC                                          0.06385903
Perfect Corp.                                                  0.06385903
PERFICIENT INC                                                 0.06385903
Perion Network Ltd.                                            0.06385903
PERSONIFY INC                                                  0.06385903
PERVASIVE SOFTWARE INC                                         0.06385903
PFO Global, Inc.                                               0.06385903
PHOENIX INTERNATIONAL LTD INC                                  0.06385903
PHOENIX TECHNOLOGIES LTD                                       0.06385903
PHOTRONICS INC                                                 0.06385903
PI HOLDINGS INC                                                0.06385903
PICIS INC                                                      0.06385903
PINNACLE DATA SYSTEMS INC                                      0.06385903
PINTEREST, INC.                                                0.06385903
Pivotal Software, Inc.                                         0.06385903
PIXELWORKS, INC                                                0.06385903
PLANAR SYSTEMS INC                                             0.06385903
Planet Labs PBC                                                0.06385903
PLAYSTUDIOS, Inc.                                              0.06385903
PLEXUS CORP                                                    0.06385903
Pluralsight, Inc.                                              0.06385903
Plus Inc.                                                      0.06385903
PLX TECHNOLOGY INC                                             0.06385903
PMC SIERRA INC                                                 0.06385903
PNY TECHNOLOGIES INC                                           0.06385903
PodcastOne, Inc.                                               0.06385903
POET TECHNOLOGIES INC.                                         0.06385903
PointClickCare Corp.                                           0.06385903
POLYCOM INC                                                    0.06385903
Porch Group, Inc.                                              0.06385903
PORTAL SOFTWARE INC                                            0.06385903
POSITION INC                                                   0.06385903
POWER DESIGNS INC                                              0.06385903
POWER INTEGRATIONS INC                                         0.06385903
POWER ONE INC                                                  0.06385903
POWER PARAGON INC                                              0.06385903
Powerfleet, Inc.                                               0.06385903
POWERSOFT CORP                                                 0.06385903
POWERWAVE TECHNOLOGIES INC                                     0.06385903
PRECISE SOFTWARE SOLUTIONS LTD                                 0.06385903
PRECISION SYSTEMS INC                                          0.06385903
Preventia, Inc.                                                0.06385903
PRIMARK CORP                                                   0.06385903
PRINCETON MEDIA GROUP INC                                      0.06385903
PRINTRONIX INC                                                 0.06385903
PRINTWARE INC                                                  0.06385903
PROCORE TECHNOLOGIES, INC.                                     0.06385903
Professional Diversity Network, Inc.                           0.06385903
PROS Holdings, Inc.                                            0.06385903
Prove Identity, Inc.                                           0.06385903
PROXIM CORP                                                    0.06385903
PROXIM WIRELESS CORP                                           0.06385903
PROXIMA CORP                                                   0.06385903
PSC INC                                                        0.06385903
PSINET INC                                                     0.06385903
PTC INC.                                                       0.06385903
PubMatic, Inc.                                                 0.06385903
PULSE ELECTRONICS CORP                                         0.06385903
Pulse Network, Inc.                                            0.06385903
Q2 Holdings, Inc.                                              0.06385903
QAD INC                                                        0.06385903
QLIK TECHNOLOGIES INC                                          0.06385903
QLOGIC CORP                                                    0.06385903
Qorvo, Inc.                                                    0.06385903
QUADRAMED CORP                                                 0.06385903
QUALSTAR CORP                                                  0.06385903
QUALYS, INC.                                                   0.06385903
Quantinuum Inc.                                                0.06385903
Quantum Computing Inc.                                         0.06385903
QUARTERDECK CORP                                               0.06385903
QUEST SOFTWARE INC                                             0.06385903
QUICKLOGIC Corp                                                0.06385903
QUINTUS CORP                                                   0.06385903
Qumu Corp                                                      0.06385903
RACKSPACE HOSTING, INC.                                        0.06385903
Rackspace Technology, Inc.                                     0.06385903
RADCOM LTD                                                     0.06385903
RADIANT SYSTEMS INC                                            0.06385903
RADISYS CORP                                                   0.06385903
RADYNE CORP                                                    0.06385903
Rally Software Development Corp                                0.06385903
RAMBUS INC                                                     0.06385903
RAMP CORP                                                      0.06385903
RAMP NETWORKS INC                                              0.06385903
RAMTEK CORP                                                    0.06385903
RAND WORLDWIDE INC                                             0.06385903
Rank One Computing Corp                                        0.06385903
Rapid7, Inc.                                                   0.06385903
RAPTOR SYSTEMS INC                                             0.06385903
RAYTHEON CO                                                    0.06385903
Rayton Solar Inc.                                              0.06385903
RAZORFISH INC                                                  0.06385903
RDA CORP                                                       0.06385903
RDC INTERNATIONAL INC                                          0.06385903
Reachout Technology Corp.                                      0.06385903
RealD Inc.                                                     0.06385903
REALNETWORKS INC                                               0.06385903
RealPage, Inc.                                                 0.06385903
RED HAT INC                                                    0.06385903
Red Violet, Inc.                                               0.06385903
Rekor Systems, Inc.                                            0.06385903
REMEDY CORP                                                    0.06385903
RENAISSANCE LEARNING INC                                       0.06385903
Renesas Electronics America Inc.                               0.06385903
REPCO INC                                                      0.06385903
Resonant Inc                                                   0.06385903
Resonate Blends, Inc.                                          0.06385903
RESONATE INC                                                   0.06385903
RESPONSYS INC                                                  0.06385903
Retail Pro, Inc.                                               0.06385903
REXON INC                                                      0.06385903
REYNOLDS & REYNOLDS CO                                         0.06385903
RF MICRO DEVICES INC                                           0.06385903
RFI TECHNOLOGIES, INC.                                         0.06385903
Ribbon Communications Inc.                                     0.06385903
Rigetti Computing, Inc.                                        0.06385903
RIT TECHNOLOGIES LTD                                           0.06385903
Riverbed Technology, Inc.                                      0.06385903
RIVEX TECHNOLOGY CORP.                                         0.06385903
Roblox Corp                                                    0.06385903
Rocket Fuel Inc.                                               0.06385903
ROSETTA STONE INC                                              0.06385903
ROSS TECHNOLOGY INC                                            0.06385903
RPM ADVANTAGE, INC.                                            0.06385903
Rubicon Technology, Inc.                                       0.06385903
Rubrik, Inc.                                                   0.06385903
RUCKUS WIRELESS INC                                            0.06385903
RVISION, INC                                                   0.06385903
