$contributor.employer.matched
                                             (Intercept) cycle2020    cycle2024
Peraso Inc.                                                   -0.2657879
PEREGRINE SEMICONDUCTOR CORP                                  -0.2657879
PEREGRINE SYSTEMS INC                                         -0.2657879
Perfect Corp.                                                 -0.2657879
PERFICIENT INC                                                -0.2657879
Perion Network Ltd.                                           -0.2657879
PERSONIFY INC                                                 -0.2657879
PERVASIVE SOFTWARE INC                                        -0.2657879
PFO Global, Inc.                                              -0.2657879
PHOENIX INTERNATIONAL LTD INC                                 -0.2657879
PHOENIX TECHNOLOGIES LTD                                      -0.2657879
PHOTRONICS INC                                                -0.2657879
PI HOLDINGS INC                                               -0.2657879
PICIS INC                                                     -0.2657879
PINNACLE DATA SYSTEMS INC                                     -0.2657879
PINTEREST, INC.                                               -0.2657879
Pivotal Software, Inc.                                        -0.2657879
PIXELWORKS, INC                                               -0.2657879
PLANAR SYSTEMS INC                                            -0.2657879
Planet Labs PBC                                               -0.2657879
PLAYSTUDIOS, Inc.                                             -0.2657879
PLEXUS CORP                                                   -0.2657879
Pluralsight, Inc.                                             -0.2657879
Plus Inc.                                                     -0.2657879
PLX TECHNOLOGY INC                                            -0.2657879
PMC SIERRA INC                                                -0.2657879
PNY TECHNOLOGIES INC                                          -0.2657879
PodcastOne, Inc.                                              -0.2657879
POET TECHNOLOGIES INC.                                        -0.2657879
PointClickCare Corp.                                          -0.2657879
POLYCOM INC                                                   -0.2657879
Porch Group, Inc.                                             -0.2657879
PORTAL SOFTWARE INC                                           -0.2657879
POSITION INC                                                  -0.2657879
POWER DESIGNS INC                                             -0.2657879
POWER INTEGRATIONS INC                                        -0.2657879
POWER ONE INC                                                 -0.2657879
POWER PARAGON INC                                             -0.2657879
Powerfleet, Inc.                                              -0.2657879
POWERSOFT CORP                                                -0.2657879
POWERWAVE TECHNOLOGIES INC                                    -0.2657879
PRECISE SOFTWARE SOLUTIONS LTD                                -0.2657879
PRECISION SYSTEMS INC                                         -0.2657879
Preventia, Inc.                                               -0.2657879
PRIMARK CORP                                                  -0.2657879
PRINCETON MEDIA GROUP INC                                     -0.2657879
PRINTRONIX INC                                                -0.2657879
PRINTWARE INC                                                 -0.2657879
PROCORE TECHNOLOGIES, INC.                                    -0.2657879
Professional Diversity Network, Inc.                          -0.2657879
PROS Holdings, Inc.                                           -0.2657879
Prove Identity, Inc.                                          -0.2657879
PROXIM CORP                                                   -0.2657879
PROXIM WIRELESS CORP                                          -0.2657879
PROXIMA CORP                                                  -0.2657879
PSC INC                                                       -0.2657879
PSINET INC                                                    -0.2657879
PTC INC.                                                      -0.2657879
PubMatic, Inc.                                                -0.2657879
PULSE ELECTRONICS CORP                                        -0.2657879
Pulse Network, Inc.                                           -0.2657879
Q2 Holdings, Inc.                                             -0.2657879
QAD INC                                                       -0.2657879
QLIK TECHNOLOGIES INC                                         -0.2657879
QLOGIC CORP                                                   -0.2657879
Qorvo, Inc.                                                   -0.2657879
QUADRAMED CORP                                                -0.2657879
QUALSTAR CORP                                                 -0.2657879
QUALYS, INC.                                                  -0.2657879
Quantinuum Inc.                                               -0.2657879
Quantum Computing Inc.                                        -0.2657879
QUARTERDECK CORP                                              -0.2657879
QUEST SOFTWARE INC                                            -0.2657879
QUICKLOGIC Corp                                               -0.2657879
QUINTUS CORP                                                  -0.2657879
Qumu Corp                                                     -0.2657879
RACKSPACE HOSTING, INC.                                       -0.2657879
Rackspace Technology, Inc.                                    -0.2657879
RADCOM LTD                                                    -0.2657879
RADIANT SYSTEMS INC                                           -0.2657879
RADISYS CORP                                                  -0.2657879
RADYNE CORP                                                   -0.2657879
Rally Software Development Corp                               -0.2657879
RAMBUS INC                                                    -0.2657879
RAMP CORP                                                     -0.2657879
RAMP NETWORKS INC                                             -0.2657879
RAMTEK CORP                                                   -0.2657879
RAND WORLDWIDE INC                                            -0.2657879
Rank One Computing Corp                                       -0.2657879
Rapid7, Inc.                                                  -0.2657879
RAPTOR SYSTEMS INC                                            -0.2657879
RAYTHEON CO                                                   -0.2657879
Rayton Solar Inc.                                             -0.2657879
RAZORFISH INC                                                 -0.2657879
RDA CORP                                                      -0.2657879
RDC INTERNATIONAL INC                                         -0.2657879
Reachout Technology Corp.                                     -0.2657879
RealD Inc.                                                    -0.2657879
REALNETWORKS INC                                              -0.2657879
RealPage, Inc.                                                -0.2657879
RED HAT INC                                                   -0.2657879
Red Violet, Inc.                                              -0.2657879
Rekor Systems, Inc.                                           -0.2657879
REMEDY CORP                                                   -0.2657879
RENAISSANCE LEARNING INC                                      -0.2657879
Renesas Electronics America Inc.                              -0.2657879
REPCO INC                                                     -0.2657879
Resonant Inc                                                  -0.2657879
Resonate Blends, Inc.                                         -0.2657879
RESONATE INC                                                  -0.2657879
RESPONSYS INC                                                 -0.2657879
Retail Pro, Inc.                                              -0.2657879
REXON INC                                                     -0.2657879
REYNOLDS & REYNOLDS CO                                        -0.2657879
RF MICRO DEVICES INC                                          -0.2657879
RFI TECHNOLOGIES, INC.                                        -0.2657879
Ribbon Communications Inc.                                    -0.2657879
Rigetti Computing, Inc.                                       -0.2657879
RIT TECHNOLOGIES LTD                                          -0.2657879
Riverbed Technology, Inc.                                     -0.2657879
RIVEX TECHNOLOGY CORP.                                        -0.2657879
Roblox Corp                                                   -0.2657879
Rocket Fuel Inc.                                              -0.2657879
ROSETTA STONE INC                                             -0.2657879
ROSS TECHNOLOGY INC                                           -0.2657879
RPM ADVANTAGE, INC.                                           -0.2657879
Rubicon Technology, Inc.                                      -0.2657879
Rubrik, Inc.                                                  -0.2657879
RUCKUS WIRELESS INC                                           -0.2657879
RVISION, INC                                                  -0.2657879
SABA SOFTWARE INC                                             -0.2657879
Sabre Corp                                                    -0.2657879
SAFENET INC                                                   -0.2657879
Sailpoint Technologies Holdings, Inc.                         -0.2657879
SailPoint, Inc.                                               -0.2657879
Salesforce, Inc.                                              -0.2657879
Samsara Inc.                                                  -0.2657879
SAN HOLDINGS INC                                              -0.2657879
SAND TECHNOLOGY INC                                           -0.2657879
SANDISK CORP                                                  -0.2657879
Sangoma Technologies Corp                                     -0.2657879
SANMINA CORP                                                  -0.2657879
SAP SE                                                        -0.2657879
SAPIENT CORP                                                  -0.2657879
SARS CORP.                                                    -0.2657879
SaveDaily Inc                                                 -0.2657879
SBS TECHNOLOGIES INC                                          -0.2657879
SCAN OPTICS INC                                               -0.2657879
SCANTRON CORP                                                 -0.2657879
Science Applications International Corp                       -0.2657879
SCIENT INC                                                    -0.2657879
SCIENTIFIC ATLANTA INC                                        -0.2657879
Scientific Games International, Inc.                          -0.2657879
SCIQUEST INC                                                  -0.2657879
SDL INC                                                       -0.2657879
SEACHANGE INTERNATIONAL INC                                   -0.2657879
SECURED SERVICES INC                                          -0.2657879
SecureWorks Corp                                              -0.2657879
SEDONA CORP                                                   -0.2657879
SEEC INC                                                      -0.2657879
SEMICONDUCTOR COMPONENTS INDUSTRIES LLC                       -0.2657879
SEMTECH CORP                                                  -0.2657879
SendGrid, Inc.                                                -0.2657879
SENSORMATIC ELECTRONICS CORP                                  -0.2657879
SENTINEL TECHNOLOGIES INC                                     -0.2657879
SentinelOne, Inc.                                             -0.2657879
SEQUANS COMMUNICATIONS                                        -0.2657879
SERENA SOFTWARE INC                                           -0.2657879
SERIESONE, INC                                                -0.2657879
ServiceMax, Inc.                                              -0.2657879
ServiceNow, Inc.                                              -0.2657879
ServiceTitan, Inc.                                            -0.2657879
SEVEN NETWORKS INC                                            -0.2657879
SharedLabs, Inc                                               -0.2657879
SharpSpring, Inc.                                             -0.2657879
SHELDAHL INC                                                  -0.2657879
Shoals Technologies Group, Inc.                               -0.2657879
SHOPIFY INC.                                                  -0.2657879
ShoreTel Inc                                                  -0.2657879
SIERRA WIRELESS INC                                           -0.2657879
SIGMA DESIGNS INC                                             -0.2657879
SIGMATRON INTERNATIONAL INC                                   -0.2657879
SILICOM LTD.                                                  -0.2657879
SILICON IMAGE INC                                             -0.2657879
SILICON LABORATORIES INC.                                     -0.2657879
SILICONIX INC                                                 -0.2657879
SIMILARWEB LTD.                                               -0.2657879
SIMPLEX SOLUTIONS INC                                         -0.2657879
SIMTEK CORP                                                   -0.2657879
Simulations Plus, Inc.                                        -0.2657879
SINA CORP                                                     -0.2657879
SIRIUS SOFTWARE INC                                           -0.2657879
SITE TECHNOLOGIES INC                                         -0.2657879
SITIME Corp                                                   -0.2657879
SJ Electronics, Inc.                                          -0.2657879
SK hynix Inc.                                                 -0.2657879
Skillsoft (US) Corp                                           -0.2657879
SkillSoft Ltd                                                 -0.2657879
SkyWater Technology, Inc                                      -0.2657879
SKYWORKS SOLUTIONS, INC.                                      -0.2657879
SL INDUSTRIES INC                                             -0.2657879
Slack Technologies, Inc.                                      -0.2657879
SMART MODULAR TECHNOLOGIES INC                                -0.2657879
SMART Technologies Inc.                                       -0.2657879
SmartRent, Inc.                                               -0.2657879
SMARTSHEET INC                                                -0.2657879
SMITH MICRO SOFTWARE, INC.                                    -0.2657879
SMTC CORP                                                     -0.2657879
Snap Inc                                                      -0.2657879
SNAPSHOT INC                                                  -0.2657879
Snowflake Inc.                                                -0.2657879
SOCKET MOBILE, INC.                                           -0.2657879
SOFTECH INC                                                   -0.2657879
SOFTWARE COM INC                                              -0.2657879
SOLAREDGE TECHNOLOGIES, INC.                                  -0.2657879
SolarWinds, Inc.                                              -0.2657879
SOLERA CORP.                                                  -0.2657879
SOLERA HOLDINGS, INC                                          -0.2657879
SOLITRON DEVICES INC                                          -0.2657879
SONIC FOUNDRY INC                                             -0.2657879
Sonics, Inc.                                                  -0.2657879
SONNEN Corp                                                   -0.2657879
SOPHEON PLC                                                   -0.2657879
SOUNDTHINKING, INC.                                           -0.2657879
SOURCE PHOTONICS INC                                          -0.2657879
SOUTHERN ENERGY COMPANY, INC.                                 -0.2657879
SPACE EXPLORATION TECHNOLOGIES CORP                           -0.2657879
SPACE SYSTEMS/LORAL, INC.                                     -0.2657879
Spansion Inc.                                                 -0.2657879
SPARTON CORP                                                  -0.2657879
SPD HOLDINGS INC                                              -0.2657879
SPECTRA SYSTEMS CORP                                          -0.2657879
SPECTRALINK CORP                                              -0.2657879
SPECTRUM CONTROL INC                                          -0.2657879
SPIRE Corp                                                    -0.2657879
SPLUNK INC                                                    -0.2657879
SPR INC                                                       -0.2657879
Sprinklr, Inc.                                                -0.2657879
Sprout Social, Inc.                                           -0.2657879
SPS COMMERCE INC                                              -0.2657879
SPYGLASS INC                                                  -0.2657879
SQA INC                                                       -0.2657879
Squarespace, Inc.                                             -0.2657879
SRA INTERNATIONAL, INC.                                       -0.2657879
SS&C Technologies Holdings Inc                                -0.2657879
SS&C TECHNOLOGIES INC                                         -0.2657879
STAC INC                                                      -0.2657879
Stanley, Inc.                                                 -0.2657879
STAR TECHNOLOGIES INC                                         -0.2657879
STARBASE CORP                                                 -0.2657879
STATS CHIPPAC, INC.                                           -0.2657879
STEC, INC.                                                    -0.2657879
STEELCLOUD INC                                                -0.2657879
STEM, INC.                                                    -0.2657879
STERLING SOFTWARE INC                                         -0.2657879
STI GROUP INC                                                 -0.2657879
STM WIRELESS INC                                              -0.2657879
STRATACOM INC                                                 -0.2657879
STRATASYS INC                                                 -0.2657879
STRATEGIA CORP                                                -0.2657879
STRATUS COMPUTER INC                                          -0.2657879
STRATUS TECHNOLOGIES, INC.                                    -0.2657879
STREAMLINE HEALTH SOLUTIONS INC.                              -0.2657879
SuccessFactors, Inc.                                          -0.2657879
Sumo Logic, Inc.                                              -0.2657879
SUMTOTAL SYSTEMS INC                                          -0.2657879
SUN                                                           -0.2657879
SUN MICROSYSTEMS, INC.                                        -0.2657879
SunEdison Semiconductor Ltd                                   -0.2657879
SUNEDISON, INC.                                               -0.2657879
SunGard                                                       -0.2657879
SUNPOWER CORP                                                 -0.2657879
SUNQUEST INFORMATION SYSTEMS INC                              -0.2657879
Super Micro Computer, Inc.                                    -0.2657879
SuperCom Ltd                                                  -0.2657879
SUPERTEX INC                                                  -0.2657879
Switch, Inc.                                                  -0.2657879
SYBASE INC                                                    -0.2657879
SYKES ENTERPRISES INC                                         -0.2657879
SYMMETRICOM INC                                               -0.2657879
Synacor, Inc.                                                 -0.2657879
SYNAPTICS Inc                                                 -0.2657879
SYNCHRONICITY INC                                             -0.2657879
SYNCHRONOSS TECHNOLOGIES INC                                  -0.2657879
SYNOPSYS INC                                                  -0.2657879
SYNTECH INTERNATIONAL INC                                     -0.2657879
SYNTEL INC                                                    -0.2657879
Syntiant Corp.                                                -0.2657879
Sysorex, Inc.                                                 -0.2657879
System1, Inc.                                                 -0.2657879
SYSTEMS WEST INC                                              -0.2657879
T1V, Inc.                                                     -0.2657879
Tableau Software Inc                                          -0.2657879
TAKE TWO INTERACTIVE SOFTWARE INC                             -0.2657879
TALX CORP                                                     -0.2657879
TAMPA BAY CORP                                                -0.2657879
TANGOE INC                                                    -0.2657879
TCI INTERNATIONAL INC                                         -0.2657879
TCI SOLUTIONS INC                                             -0.2657879
TCSI CORP                                                     -0.2657879
TDK CORP                                                      -0.2657879
TECHFORCE CORP                                                -0.2657879
TECHNICAL COMMUNICATIONS CORP                                 -0.2657879
TECHNOLOGY SOLUTIONS COMPANY                                  -0.2657879
Techpoint, Inc.                                               -0.2657879
TechSoup Global                                               -0.2657879
TECHWELL INC                                                  -0.2657879
TEKELEC                                                       -0.2657879
TEKNOWLEDGE CORP                                              -0.2657879
Tekumo, Inc.                                                  -0.2657879
TEL INSTRUMENT ELECTRONICS CORP                               -0.2657879
TELECT INC                                                    -0.2657879
TELEDATA COMMUNICATIONS LTD                                   -0.2657879
Teledyne FLIR, LLC                                            -0.2657879
TELEDYNE INC                                                  -0.2657879
TELEDYNE TECHNOLOGIES INC                                     -0.2657879
TELEMETRIX INC                                                -0.2657879
Telenav, Inc.                                                 -0.2657879
TELLABS INC                                                   -0.2657879
TELOS CORP                                                    -0.2657879
TELULAR CORP                                                  -0.2657879
TELVUE CORP                                                   -0.2657879
Tempus AI, Inc.                                               -0.2657879
TESSERA INC                                                   -0.2657879
TESSERA TECHNOLOGIES INC                                      -0.2657879
TEXAS INSTRUMENTS INC                                         -0.2657879
Textura Corp                                                  -0.2657879
THQ INC                                                       -0.2657879
TIBCO SOFTWARE INC                                            -0.2657879
TIE COMMUNICATIONS INC                                        -0.2657879
TigerLogic CORP                                               -0.2657879
TIGO ENERGY, INC.                                             -0.2657879
Titan Environmental Solutions Inc.                            -0.2657879
Titanium Group LTD                                            -0.2657879
TOMAX CORP                                                    -0.2657879
TOROTEL INC                                                   -0.2657879
TOSHIBA CORP                                                  -0.2657879
TOWER SEMICONDUCTOR LTD                                       -0.2657879
TOYO Co., Ltd                                                 -0.2657879
Track Group, Inc.                                             -0.2657879
Trade Desk, Inc.                                              -0.2657879
TRANSACT TECHNOLOGIES INC                                     -0.2657879
TransparentBusiness, Inc.                                     -0.2657879
Transphorm, Inc.                                              -0.2657879
TREEV INC                                                     -0.2657879
TREND MICRO INC                                               -0.2657879
TRIAD SYSTEMS CORP                                            -0.2657879
TRIDEX CORP                                                   -0.2657879
Triller Corp.                                                 -0.2657879
TRIMAX CORP                                                   -0.2657879
Trina Solar LTD                                               -0.2657879
TRINITY WORKS INC                                             -0.2657879
TripAdvisor, Inc.                                             -0.2657879
TRIPOS INC                                                    -0.2657879
TRIPWIRE INC                                                  -0.2657879
TRIQUINT SEMICONDUCTOR INC                                    -0.2657879
TROY GROUP INC                                                -0.2657879
TruBridge, Inc.                                               -0.2657879
TrueCar, Inc.                                                 -0.2657879
TRUEVISION INC                                                -0.2657879
Trustwave Holdings, Inc.                                      -0.2657879
TSR INC                                                       -0.2657879
TSX CORP                                                      -0.2657879
TTM TECHNOLOGIES INC                                          -0.2657879
TUBEMOGUL INC                                                 -0.2657879
Turtle Beach Corp                                             -0.2657879
TVI CORP                                                      -0.2657879
TWILIO INC                                                    -0.2657879
TWITTER, INC.                                                 -0.2657879
TYCOM LTD                                                     -0.2657879
TYLER TECHNOLOGIES INC                                        -0.2657879
UAV Corp                                                      -0.2657879
Ubiquiti Inc.                                                 -0.2657879
UGS Corp.                                                     -0.2657879
UiPath, Inc.                                                  -0.2657879
ULTIMATE SOFTWARE GROUP INC                                   -0.2657879
Ultra Clean Holdings, Inc.                                    -0.2657879
UNISON SOFTWARE INC                                           -0.2657879
UNISYS CORP                                                   -0.2657879
United American Corp                                          -0.2657879
UNITED ONLINE INC                                             -0.2657879
UNITED SYSTEMS TECHNOLOGY INC                                 -0.2657879
Unity Software Inc.                                           -0.2657879
Updater Inc.                                                  -0.2657879
Upland Software, Inc.                                         -0.2657879
UQM TECHNOLOGIES INC                                          -0.2657879
USCS INTERNATIONAL INC                                        -0.2657879
UserTesting, Inc.                                             -0.2657879
USWEB CORP                                                    -0.2657879
Valens Semiconductor Ltd.                                     -0.2657879
Vangent, Inc.                                                 -0.2657879
Varex Imaging Corp                                            -0.2657879
VARONIS SYSTEMS INC                                           -0.2657879
VASCO CORP                                                    -0.2657879
Vecima Networks Inc.                                          -0.2657879
VECTr SYSTEMS INC                                             -0.2657879
VEEA INC.                                                     -0.2657879
VEEVA SYSTEMS INC                                             -0.2657879
Veradigm Inc.                                                 -0.2657879
VERIDIAN CORP                                                 -0.2657879
VERIFONE INC                                                  -0.2657879
VERIFONE SYSTEMS, INC.                                        -0.2657879
Verigy Ltd.                                                   -0.2657879
VERINT SYSTEMS INC                                            -0.2657879
VERITAS SOFTWARE CORP                                         -0.2657879
VERSANT CORP                                                  -0.2657879
VERSATA INC                                                   -0.2657879
VERSATILITY INC                                               -0.2657879
VERSO TECHNOLOGIES INC                                        -0.2657879
Vertex, Inc.                                                  -0.2657879
Vertical Communications, Inc.                                 -0.2657879
Via Transportation, Inc.                                      -0.2657879
Viant Technology Inc.                                         -0.2657879
VIASYSTEMS GROUP INC                                          -0.2657879
VIASYSTEMS INC                                                -0.2657879
VIAVI SOLUTIONS INC.                                          -0.2657879
VICOR CORP                                                    -0.2657879
VICTOR TECHNOLOGIES INC                                       -0.2657879
VIDEO DISPLAY CORP                                            -0.2657879
VIEWSONIC CORP                                                -0.2657879
VIGNETTE CORP                                                 -0.2657879
Vimeo, Inc.                                                   -0.2657879
Vincera, Inc.                                                 -0.2657879
Violin Memory Inc                                             -0.2657879
VIQ Solutions Inc.                                            -0.2657879
VIRTUSA CORP                                                  -0.2657879
VISHAY INTERTECHNOLOGY INC                                    -0.2657879
Vishay Precision Group, Inc.                                  -0.2657879
VISIO CORP                                                    -0.2657879
VITAL IMAGES INC                                              -0.2657879
VITRIA TECHNOLOGY INC                                         -0.2657879
Vivid Learning Systems, Inc.                                  -0.2657879
Vivint Smart Home, Inc.                                       -0.2657879
VMWARE LLC                                                    -0.2657879
VMX INC                                                       -0.2657879
VNG Ltd                                                       -0.2657879
VOCERA COMMUNICATIONS, INC.                                   -0.2657879
Vocus, Inc.                                                   -0.2657879
Voltaire Ltd.                                                 -0.2657879
VOLTERRA SEMICONDUCTOR CORP                                   -0.2657879
VOTERITE, INC.                                                -0.2657879
VOXWARE INC                                                   -0.2657879
VTEX                                                          -0.2657879
Vuzix Corp                                                    -0.2657879
WalkMe Ltd.                                                   -0.2657879
WATCHGUARD TECHNOLOGIES INC                                   -0.2657879
WatchGuard, Inc.                                              -0.2657879
WAVE SYSTEMS CORP                                             -0.2657879
Waverly Labs Inc                                              -0.2657879
WEARABLE HEALTH SOLUTIONS, INC.                               -0.2657879
Weave Communications, Inc.                                    -0.2657879
WEB.COM GROUP, INC.                                           -0.2657879
WEBMD CORP                                                    -0.2657879
WEBTRENDS CORP                                                -0.2657879
WESTERN DIGITAL CORP                                          -0.2657879
WESTERN DIGITAL TECHNOLOGIES INC                              -0.2657879
Where Food Comes From, Inc.                                   -0.2657879
WIDEPOINT CORP                                                -0.2657879
WIND RIVER SYSTEMS INC                                        -0.2657879
WINK COMMUNICATIONS INC                                       -0.2657879
WIPRO LTD                                                     -0.2657879
WIRELESS INC                                                  -0.2657879
WIRELESS TELECOM GROUP INC                                    -0.2657879
WITH, INC.                                                    -0.2657879
WM TECHNOLOGY, INC.                                           -0.2657879
WOLFSPEED, INC.                                               -0.2657879
WORKIVA INC                                                   -0.2657879
WORLDWIDE TECHNOLOGIES INC                                    -0.2657879
Xactly Corp                                                   -0.2657879
XEROX CORP                                                    -0.2657879
XILINX INC                                                    -0.2657879
Xperi Corp                                                    -0.2657879
XPLORE TECHNOLOGIES CORP                                      -0.2657879
XRS Corp                                                      -0.2657879
XTERA COMMUNICATIONS, INC.                                    -0.2657879
YODLEE INC                                                    -0.2657879
Zedge, Inc.                                                   -0.2657879
Zerto, Ltd.                                                   -0.2657879
ZI CORP                                                       -0.2657879
ZILOG INC                                                     -0.2657879
ZING TECHNOLOGIES INC                                         -0.2657879
ZIPRECRUITER, INC.                                            -0.2657879
Zoom Communications, Inc.                                     -0.2657879
ZoomInfo Technologies Inc.                                    -0.2657879
ZOOSK, INC                                                    -0.2657879
Zscaler, Inc.                                                 -0.2657879
zSpace, Inc.                                                  -0.2657879
ZUORA INC                                                     -0.2657879
                                            cycle2024:is_sec_insiderTRUE
@ROAD, INC                                                    -0.3020245
2U, LLC                                                       -0.3020245
3AM TECHNOLOGIES INC                                          -0.3020245
3COM CORP                                                     -0.3020245
3D SYSTEMS CORP                                               -0.3020245
3FORCES INC.                                                  -0.3020245
724 SOLUTIONS INC                                             -0.3020245
A10 Networks, Inc.                                            -0.3020245
Ability Inc.                                                  -0.3020245
ABOUT, INC.                                                   -0.3020245
ABSOLUTE ENTERTAINMENT INC                                    -0.3020245
ABSOLUTE SOFTWARE CORP                                        -0.3020245
Acacia Communications, Inc.                                   -0.3020245
ACCELRYS, INC.                                                -0.3020245
ACCESS CORP                                                   -0.3020245
ACI WORLDWIDE, INC.                                           -0.3020245
ACME PACKET INC                                               -0.3020245
ACT MANUFACTURING INC                                         -0.3020245
ACT NETWORKS INC                                              -0.3020245
ACTIVE NETWORK INC                                            -0.3020245
ACTIVECARE, INC.                                              -0.3020245
Activision Blizzard, Inc.                                     -0.3020245
ACTUATE CORP                                                  -0.3020245
ADAM INC                                                      -0.3020245
ADAPTIVE INSIGHTS INC                                         -0.3020245
ADAPTIVE SOLUTIONS INC                                        -0.3020245
ADESTO TECHNOLOGIES Corp                                      -0.3020245
ADOBE INC.                                                    -0.3020245
ADVA INTERNATIONAL INC                                        -0.3020245
ADVANCE CIRCUITS INC                                          -0.3020245
ADVANCED COMMUNICATION SYSTEMS INC                            -0.3020245
ADVANCED ENERGY INDUSTRIES INC                                -0.3020245
ADVANCED MEDIA INC                                            -0.3020245
ADVANCED MICRO DEVICES INC                                    -0.3020245
ADVANCED PHOTONIX INC                                         -0.3020245
Advanced Resources Group, Ltd.                                -0.3020245
ADVANTEST CORP                                                -0.3020245
Aegis Identity Software, Inc.                                 -0.3020245
AEL INDUSTRIES INC                                            -0.3020245
AEROFLEX INC                                                  -0.3020245
AEROHIVE NETWORKS, INC                                        -0.3020245
AESP INC                                                      -0.3020245
Afiniti, Ltd.                                                 -0.3020245
AFN INC                                                       -0.3020245
AFR Inc.                                                      -0.3020245
AGILE SOFTWARE CORP                                           -0.3020245
AGILYSYS INC                                                  -0.3020245
Agora, Inc.                                                   -0.3020245
AIRGAIN INC                                                   -0.3020245
AIRSPAN NETWORKS INC                                          -0.3020245
AIRVANA INC                                                   -0.3020245
Alarum Technologies Ltd.                                      -0.3020245
ALCATEL LUCENT                                                -0.3020245
ALCATEL-LUCENT USA INC.                                       -0.3020245
Alfi, Inc.                                                    -0.3020245
Alien Technology Corp                                         -0.3020245
ALKAMI TECHNOLOGY, INC.                                       -0.3020245
ALLAIRE CORP                                                  -0.3020245
ALLEGRO MICROSYSTEMS, INC.                                    -0.3020245
Allot Ltd.                                                    -0.3020245
ALPHA & OMEGA SEMICONDUCTOR Ltd                               -0.3020245
Alphabet Inc.                                                 -0.3020245
ALPS ALPINE CO., LTD.                                         -0.3020245
ALR TECHNOLOGIES INC.                                         -0.3020245
Altair Engineering Inc.                                       -0.3020245
ALTERA CORP                                                   -0.3020245
Alteryx, Inc.                                                 -0.3020245
ALTIGEN COMMUNICATIONS INC                                    -0.3020245
ALTRON INC                                                    -0.3020245
AM COMMUNICATIONS INC                                         -0.3020245
AMANDA CO INC                                                 -0.3020245
AMBARELLA INC                                                 -0.3020245
Amber Road, Inc.                                              -0.3020245
Ambiq Micro, Inc.                                             -0.3020245
AMDOCS LTD                                                    -0.3020245
AMERICAN ELECTRONIC COMPONENTS INC                            -0.3020245
AMERICAN TECHNICAL CERAMICS CORP                              -0.3020245
AMERICAN TOWER CORP                                           -0.3020245
Amesite Inc.                                                  -0.3020245
AMICAS, Inc.                                                  -0.3020245
AMIS HOLDINGS INC                                             -0.3020245
AMKOR TECHNOLOGY, INC.                                        -0.3020245
AMP INC                                                       -0.3020245
AMPEX CORP                                                    -0.3020245
Amplitude, Inc.                                               -0.3020245
ANADIGICS INC                                                 -0.3020245
ANALEX CORP                                                   -0.3020245
ANALOG DEVICES INC                                            -0.3020245
ANALYSTS INTERNATIONAL CORP                                   -0.3020245
ANALYTICAL GRAPHICS INC                                       -0.3020245
Anaplan, Inc.                                                 -0.3020245
ANAREN  INC                                                   -0.3020245
ANSA COMMUNICATIONS INC                                       -0.3020245
Answers CORP                                                  -0.3020245
ANSYS INC                                                     -0.3020245
ANTEC CORP                                                    -0.3020245
AOL LLC                                                       -0.3020245
APERTURE TECHNOLOGIES INC                                     -0.3020245
APEX INC                                                      -0.3020245
API Technologies Corp.                                        -0.3020245
Apigee Corp                                                   -0.3020245
APPDYNAMICS INC                                               -0.3020245
APPFOLIO INC                                                  -0.3020245
Appgate, Inc.                                                 -0.3020245
APPIAN, INC.                                                  -0.3020245
Apple Inc.                                                    -0.3020245
APPLIED ENERGETICS, INC.                                      -0.3020245
APPLIED INNOVATION INC                                        -0.3020245
APPLIED MICRO CIRCUITS CORP                                   -0.3020245
APPLIED OPTOELECTRONICS, INC.                                 -0.3020245
APPLIED SYSTEMS INC                                           -0.3020245
AppLovin Corp                                                 -0.3020245
Apptio Inc                                                    -0.3020245
APRECIA INC                                                   -0.3020245
Aprimo, INC                                                   -0.3020245
Apttus Corp                                                   -0.3020245
APTUS CORP                                                    -0.3020245
AQUANTIA CORP                                                 -0.3020245
ARIBA INC                                                     -0.3020245
ARIEL CORP                                                    -0.3020245
ARIS CORP/                                                    -0.3020245
Arise Technologies Inc.                                       -0.3020245
Arista Networks, Inc.                                         -0.3020245
ARKONA INC                                                    -0.3020245
ARM HOLDINGS PLC                                              -0.3020245
Array Technologies, Inc.                                      -0.3020245
ARRIS GROUP INC                                               -0.3020245
ARRIS International plc                                       -0.3020245
